stock_code,stock_name
2834,臺企銀
2836,高雄銀
2838,聯邦銀
2845,遠東銀
2849,安泰銀
2850,新產
2851,中再保
2852,第一保
2855,統一證
2867,三商壽
2880,華南金
2881,富邦金
2882,國泰金
2883,開發金
2884,玉山金
2885,元大金
2886,兆豐金
2887,台新金
2888,新光金
2889,國票金
2890,永豐金
2891,中信金
2892,第一金
2897,王道銀行
2901,欣欣
2903,遠百
2904,匯僑
2905,三商
2906,高林
2908,特力
2910,統領
2911,麗嬰房
2912,統一超
2913,農林
2915,潤泰全
2923,鼎固-KY
2929,淘帝-KY
2939,凱羿-KY
2945,三商家購
3002,歐格
3003,健和興
3004,豐達科
3005,神基
3006,晶豪科
3008,大立光
3010,華立
3011,今皓
3013,晟銘電
3014,聯陽
3015,全漢
3016,嘉晶
3017,奇鋐
3018,隆銘綠能
3019,亞光
3021,鴻名
3022,威強電
3023,信邦
3024,憶聲
3025,星通
3026,禾伸堂
3027,盛達
3028,增你強
3029,零壹
3030,德律
3031,佰鴻
3032,偉訓
3033,威健
3034,聯詠
3035,智原
3036,文曄
3037,欣興
3038,全台
3040,遠見
3041,揚智
3042,晶技
3043,科風
3044,健鼎
3045,台灣大
3046,建碁
3047,訊舟
3048,益登
3049,精金
3050,鈺德
3051,力特
3052,夆典
3054,立萬利
3055,蔚華科
3056,富華新
3057,喬鼎
3058,立德
3059,華晶科
3060,銘異
3062,建漢
3090,日電貿
3092,鴻碩
3094,聯傑
3130,一零四
3138,耀登
3149,正達
3164,景岳
3167,大量
3168,眾福科
3189,景碩
3209,全科
3229,晟鈦
3231,緯創
3257,虹冠電
3266,昇陽
3296,勝德
3305,昇貿
3308,聯德
3311,閎暉
3312,弘憶股
3321,同泰
3338,泰碩
3346,麗清
3356,奇偶
3376,新日興
3380,明泰
3406,玉晶光
3413,京鼎
3416,融程電
3419,譁裕
3432,台端
3437,榮創
3443,創意
3447,展達
3450,聯鈞
3454,晶睿
3481,群創
3494,誠研
3501,維熹
3504,揚明光
3515,華擎
3518,柏騰
3528,安馳
3530,晶相光
3532,台勝科
3533,嘉澤
3535,晶彩科
3543,州巧
3545,敦泰
3550,聯穎
3557,嘉威
3563,牧德
3576,聯合再生
3583,辛耘
3588,通嘉
3591,艾笛森
3592,瑞鼎
3593,力銘
3596,智易
3605,宏致
3607,谷崧
3617,碩天
3622,洋華
3645,達邁
3652,精聯
3653,健策
3661,世芯-KY
3665,貿聯-KY
3669,圓展
3673,TPK-KY
3679,新至陞
3686,達能
3694,海華
3701,大眾控
3702,大聯大
3703,欣陸
3704,合勤控
3705,永信
3706,神達
3708,上緯投控
3711,日月光投控
3712,永崴投控
3714,富采
3715,定穎投控
4104,佳醫
4106,雃博
4108,懷特
4119,旭富
4133,亞諾法
4137,麗豐-KY
4142,國光生
4148      ,全宇生技-KY
4155,訊映
4164,承業醫
4190,佐登-KY
4306,炎洲
4414,如興
4426,利勤
4438,廣越
4439,冠星-KY
4440,宜新實業
4526,東台
4532,瑞智
4536,拓凱
4540,全球傳動
4545,銘鈺
4551,智伸科
4552,力達-KY
4555,氣立
4557,永新-KY
4560,強信-KY
4562,穎漢
4564,元翎
4566,時碩工業
4569,六方科-KY
4571,鈞興-KY
4572,駐龍
4576,大銀微系統
4581,光隆精密-KY
4583,台灣精銳
4588,玖鼎電力
4720,德淵
4722,國精化
4736,泰博
4737,華廣
4739,康普
4746,台耀
4755,三福化
4763,材料-KY
4764,雙鍵
4766,南寶
4770,上品
4771,望隼
4807,日成-KY
4904,遠傳
4906,正文
4912,聯德控股-KY
4915,致伸
4916,事欣科
4919,新唐
4927,泰鼎-KY
4930,燦星網
4934,太極
4935,茂林-KY
4938,和碩
4942,嘉彰
4943,康控-KY
4952,凌通
4956,光鋐
4958,臻鼎-KY
4960,誠美材
4961,天鈺
4967,十銓
4968,立積
4976,佳凌
4977,眾達-KY
4989,榮科
4994,傳奇
4999,鑫禾
5007,三星
5203,訊連
5215,科嘉-KY
5222,全訊
5225,東科-KY
5234,達興材料
5243,乙盛-KY
5244,弘凱
5258,虹堡
5269,祥碩
5283,禾聯碩
5284,jpp-KY
5285,界霖
5288,豐祥-KY
5292,華懋
5306,桂盟
5388,中磊
5434,崇越
5469,瀚宇博
5471,松翰
5484,慧友
5515,建國
5519,隆大
5521,工信
5522,遠雄
5525,順天
5531,鄉林
5533,皇鼎
5534,長虹
5538,東明-KY
5546,永固-KY
5607,遠雄港
5608,四維航
5706,鳳凰
5871,中租-KY
5876,上海商銀
5880,合庫金
5906,台南-KY
5907,大洋-KY
6005,群益證
6024,群益期
6108,競國
6112,邁達特
6115,鎰勝
6116,彩晶
6117,迎廣
6120,達運
6128,上福
6133,金橋
6136,富爾特
6139,亞翔
6141,柏承
6142,友勁
6152,百一
6153,嘉聯益
6155,鈞寶
6164,華興
6165,浪凡
6166,凌華
6168,宏齊
6176,瑞儀
6177,達麗
6183,關貿
6184,大豐電
6189,豐藝
6191,精成科
6192,巨路
6196,帆宣
6197,佳必琪
6201,亞弘電
6202,盛群
6205,詮欣
6206,飛捷
6209,今國光
6213,聯茂
6214,精誠
6215,和椿
6216,居易
6224,聚鼎
6225,天瀚
6226,光鼎
6230,尼得科超眾
6235,華孚
6239,力成
6243,迅杰
6257,矽格
6269,台郡
6271,同欣電
6277,宏正
6278,台表科
6281,全國電
6282,康舒
6283,淳安
6285,啟碁
6288,聯嘉
6405,悅城
6409,旭隼
6412,群電
6414,樺漢
6415,矽力*-KY
6416,瑞祺電通
6426,統新
6431,光麗-KY
6438,迅得
6442,光聖
6443,元晶
6446,藥華藥
6449,鈺邦
6451,訊芯-KY
6456,GIS-KY
6464,台數科
6472,保瑞
6477,安集
6491,晶碩
6504,南六
6505,台塑化
6515,穎崴
6525,捷敏-KY
6526,達發
6531,愛普*
6533,晶心科
6541,泰福-KY
6550,北極星藥業-KY
6552,易華電
6558,興能高
6573,虹揚-KY
6579,研揚
6581,鋼聯
6582,申豐
6585,鼎基
6591,動力-KY
6592,和潤企業
6598,ABC-KY
6605,帝寶
6606,建德工業
6625,必應
6641,基士德-KY
6655,科定
6657,華安
6658,聯策
6666,羅麗芬-KY
6668,中揚光
6669,緯穎
6670,復盛應用
6671,三能-KY
6672,騰輝電子-KY
6674,鋐寶科技
6689,伊雲谷
6691,洋基工程
6695,芯鼎
6698,旭暉應材
6706,惠特
6715,嘉基
6719,力智
6742,澤米
6743,安普新
6753,龍德造船
6754,匯僑設計
6756,威鋒電子
6768,志強-KY
6770,力積電
6776,展碁國際
6781,AES-KY
6782,視陽
6789,采鈺
6790,永豐實
6792,詠業
6796,晉弘
6799,來頡
6805,富世達
6806,森崴能源
6807,峰源-KY
6830,汎銓
6834,天二科技
6835,圓裕
6861,睿生光電
6863,永道-KY
6901,鑽石投資
6906,現觀科
6916,華凌
6933,AMAX-KY
6937,天虹
8011,台通
8016,矽創
8021,尖點
8028,昇陽半導體
8033,雷虎
8039,台虹
8046,南電
8070,長華*
8072,陞泰
8081,致新
8101,華冠
8103,瀚荃
8104,錸寶
8105,凌巨
8110,華東
8112,至上
8114,振樺電
8131,福懋科
8150,南茂
8163,達方
8201,無敵
8210,勤誠
8213,志超
8215,明基材
8222,寶一
8249,菱光
8261,富鼎
8271,宇瞻
8341,日友
8367,建新國際
8374,羅昇
8404,百和興業-KY
8411,福貞-KY
8422,可寧衛
8429,金麗-KY
8438,昶昕
8442,威宏-KY
8443,阿瘦
8454,富邦媒
8462,柏文
8463,潤泰材
8464,億豐
8466,美吉吉-KY
8467,波力-KY
8473,山林水
8476,台境
8478,東哥遊艇
8481,政伸
8482,商億-KY
8488,吉源-KY
8499,鼎炫-KY
8926,台汽電
8940,新天地
8996,高力
9802,鈺齊-KY
9902,台火
9904,寶成
9905,大華
9906,欣巴巴
9907,統一實
9908,大台北
9910,豐泰
9911,櫻花
9912,偉聯
9914,美利達
9917,中保科
9918,欣天然
9919,康那香
9921,巨大
9924,福興
9925,新保
9926,新海
9927,泰銘
9928,中視
9929,秋雨
9930,中聯資源
9931,欣高
9933,中鼎
9934,成霖
9935,慶豐富
9937,全國
9938,百和
9939,宏全
9940,信義
9941,裕融
9942,茂順
9943,好樂迪
9944,新麗
9945,潤泰新
9946,三發地產
9955,佳龍
9958,世紀鋼
03003T,長榮航凱基36售04
03005T,台灣50兆豐38售01
03005X,元展05
03006X,元展06
03007X,元展07
03010T,緯穎群益34售05
03010X,元展10
03011T,臺股指富邦35售02
03012X,元展12
03013X,元展13
03014X,元展14
03015X,元展15
03016T,元債2X元大35售01
03016X,元展16
03017T,美債2X元大34售02
03017X,元展17
03019X,元展19
03020X,元展20
03022X,富展01
03025T,聚陽統一34售03
03026T,啟碁統一34售02
03026X,元展23
03027X,元展24
03028X,元展25
03029X,元展26
03030T,元債2X凱基35售02
03035X,元展32
03038X,元展35
03039X,元展36
03040T,技嘉國泰34售03
03045T,聯發科元富34售10
03047X,元展44
03049T,金像電統一35售08
03049X,元展46
03050Q,道指麥證36售03
03050X,元展47
03051Q,道指麥證36售04
03052Q,納指麥證36售02
03052X,元展49
03053Q,標普指麥證36售03
03054Q,標普指麥證36售04
03055T,中興電群益34售01
03056T,技嘉群益38售04
03060X,元展55
030651,台積電凱基3B購01
03069T,T50正2國票35售03
03070T,台積電國泰34售02
03072T,臺股指永豐35售02
03074X,元展69
03075X,元展70
03076T,金像電凱基33售09
03081T,技嘉元大33售36
03082T,技嘉元大33售37
03083T,技嘉元大33售38
03084T,台光電元大33售30
03085T,台光電元大33售31
03086T,台光電元大33售32
03087T,友訊國票33售06
03088T,智邦國票33售05
03089T,貿聯國票33售01
03090T,材料國票33售05
03091T,矽力國票33售02
03092T,緯穎國票33售07
03093X,永豐金元大61展01
03094F,道指麥證36購01
03094T,T50正2元大35售07
03095F,道指麥證36購02
03095T,東元元大34售01
03096F,納指麥證36購01
03096T,金像電元大34售01
03097F,標普指麥證36購01
03097T,奇鋐元大34售03
03098F,標普指麥證36購02
03098T,奇鋐元大34售04
03099T,辛耘元大34售05
03100T,矽力元大34售02
03101T,T50正2凱基34售05
03105T,光寶科國票34售01
03106T,佳世達國票34售01
03107T,台光電國票34售01
03108T,創意國票34售01
03109T,辛耘國票34售03
03110T,碩天國票34售01
03111T,技嘉第一34售01
03114T,東元元大34售02
03115T,智邦元大34售03
03116T,智邦元大34售04
03117T,金像電元大34售04
03118T,技嘉元大34售08
03119T,正文元大34售02
03124T,臺股指元大34售43
031255,台積電凱基3C購01
031256,台積電凱基3C購02
03125T,臺股指元大34售44
03126T,臺股指元大34售45
03129T,奇鋐群益34售03
03131T,立積群益34售02
03136T,T50正2國票34售05
03138T,技嘉富邦34售01
03139T,臺股指富邦35售03
03141T,滬深2X凱基34售05
03142T,金像電凱基34售02
03143T,正文凱基34售01
03151T,T50正2國票34售06
03152T,偉詮電國票34售02
03154T,啟碁國票34售01
03156T,台達電元大34售01
03157T,金像電元大34售08
03158T,台光電元大34售05
03159T,奇鋐元大34售05
03160T,奇鋐元大34售06
03161T,奇鋐元大34售07
03162T,健策元大34售03
03163T,貿聯元大34售01
03164T,祥碩元大34售01
03165T,矽力元大34售04
03169T,台灣50第一34售02
03170T,奇鋐凱基34售05
03171T,嘉澤凱基34售03
03172T,健策凱基34售04
03174T,臺指2X元大39售01
03176T,奇鋐元大34售09
03177T,奇鋐元大34售10
03178T,奇鋐元大34售11
03180T,SGBR2X國票34售01
03185T,緯穎群益37售02
03189T,台灣50永豐36售01
03192T,光寶科凱基34售07
03193T,友訊凱基34售01
03194T,台光電凱基34售03
03198T,奇鋐群益37售03
032018,鴻海元富39購01
03205T,健策國票34售01
03206T,晶碩國票34售01
03211T,台積電第一37售01
03212T,東元凱基34售02
03213T,聯陽凱基35售02
03214T,創意凱基34售04
03219T,臺股指國泰35售01
03220T,臺股指國泰35售02
03221T,創意富邦35售04
03223T,台光電元大34售07
03228T,技嘉凱基39售03
03233T,技嘉元大34售11
03236T,臺股指元大34售48
03237T,臺股指元大34售49
03238T,中華群益35售01
03241T,技嘉群益35售02
03243T,緯穎群益39售01
03246T,中華永豐34售01
03253T,臺股指凱基34售34
03258T,仁寶元大34售04
03259T,旺宏元大34售04
03260T,萬海元大34售02
03261T,群創元大34售02
03262T,辛耘元大34售10
03264T,SP黃豆凱基36售02
03266T,群創凱基34售02
03267T,SGBR2X元大34售02
03268T,仁寶元大34售05
03269T,台積電元大34售09
03270T,技嘉元大34售12
03271T,技嘉元大34售13
03272T,萬海元大34售04
03276T,台光電群益35售03
03278T,啟碁群益37售02
03282T,SGBR2X凱基34售04
03284T,萬海凱基34售01
03285T,滬深2X元大36售03
03286T,凌陽元大34售05
03287T,至上元大34售01
03294T,碩天群益39售02
03297T,仁寶凱基34售01
03300T,臺股指永豐36售03
03301T,聚陽國票34售01
03302T,萬海國票34售01
03303T,健鼎國票34售01
03304T,創意國票34售03
03307T,健策元大34售07
03308T,臺股指元大35售48
03309T,臺股指元大35售49
033100,華新凱基34購01
033101,華新凱基34購02
03310T,臺股指元大35售50
03311T,臺股指元大36售20
03312T,臺股指元大36售21
03315T,愛普國票34售05
03316T,金像電國泰35售01
03317T,滬深2X凱基36售04
03318T,祥碩凱基34售02
03320T,臺股指凱基35售35
03321T,臺股指凱基36售10
03322T,滬深2X群益35售02
03323T,元石油群益39售01
03324T,台積電群益34售07
033275,台積電統一37購02
033276,長榮統一37購01
03330T,臺股指群益35售30
03331T,臺股指群益35售31
03332T,臺股指群益35售32
03334T,旺宏永豐35售02
03337T,致茂國票34售01
03338T,晶心科國票34售02
03339T,矽創國票34售03
03340T,技嘉國泰35售01
03344T,華通群益35售01
03346T,台光電群益35售04
03348T,景碩群益35售01
03350T,健策群益35售03
03353T,緯穎群益36售02
03354T,臺股指群益34售32
03355T,臺股指群益34售33
03356T,臺股指群益34售34
03357T,電子類群益34售02
03358T,聯發科元富34售11
03363T,健鼎凱基34售04
03369T,材料元富36售02
033714,鴻海統一37購02
033720,T50反1兆豐34購01
03373T,神基國票34售02
03374T,台積電國泰35售02
03375T,材料統一35售02
03388T,臺股指群益39售03
03395T,臺股指凱基39售01
03402T,堤維西國票34售03
03403T,中砂國票34售02
03404T,嘉澤國票34售02
03405T,材料國票34售04
03406T,長榮元富34售04
03407T,定穎控元富36售03
03412T,材料永豐34售02
03415T,臺股指中信39售01
03416T,FB越南凱基36售01
03417T,華通凱基35售02
03427T,臺股指元大34售53
03428T,臺股指元大34售54
03431T,玉晶光群益35售03
03432T,材料群益39售03
03433T,世紀鋼群益34售04
03440T,臺股指群益3B售02
03441T,定穎控國票34售04
03451T,材料統一39售09
03452T,華通永豐34售02
03455T,矽創凱基34售05
03459T,臺股指凱基34售37
03460T,臺股指凱基34售38
03464T,華通群益39售03
03465T,技嘉群益35售03
03467T,臺股指群益38售03
03468T,臺股指群益38售04
03469T,光寶科國票34售03
03470T,華通國票34售04
034712,台積電凱基36購01
03471T,華通國票36售01
03472T,金像電國票34售02
03473T,神基國票34售04
03475T,台灣50國泰34售02
03476T,臺股指富邦34售03
03477T,臺股指富邦35售05
03478T,東陽統一35售02
03479T,華通統一34售01
03481T,技嘉永豐35售03
03485T,虹堡國票34售02
03486T,台積電國泰35售03
034993,T50反1兆豐35購01
035015,聯電統一38購01
035017,鴻海統一38購01
035020,台積電統一38購02
03504T,緯穎凱基36售02
03508T,台灣50元大36售08
03509T,台灣50元大36售09
03510T,台灣50元大36售10
03511T,台灣50元大36售11
03512T,台灣50元大37售04
03513T,台灣50元大37售05
03514T,台灣50元大37售06
03520T,美費半國票34售01
03521T,旺宏國票34售03
03522T,神基國票34售06
03523T,嘉澤國票34售03
03524T,敦泰國票34售03
03525T,智易國票34售02
03527T,穎崴國票34售03
03528T,台光電永豐34售03
03529T,緯穎永豐35售04
03530T,台灣50凱基36售03
03531T,台灣50凱基36售04
03532T,台灣50凱基37售02
03533T,台灣50凱基37售03
03534T,台灣50凱基37售04
03535T,東陽凱基34售05
03536T,旺宏凱基34售03
03538T,智易凱基34售03
03540T,臺股指凱基39售04
035467,鴻海統一38購02
035468,台積電統一35購02
03546T,臺股指元大34售58
03547T,臺股指元大34售59
03548T,臺股指元大34售60
03549T,臺股指元大35售56
03550T,臺股指元大35售57
03551T,臺股指元大35售58
03553T,技嘉群益35售04
03560T,T50正2元富36售01
03562T,台積電國票34售06
03563T,智邦國票34售02
03564T,台光電國票34售03
03565T,啟碁國票34售05
03566T,華通國泰35售04
03567T,技嘉國泰35售03
03568T,創意國泰35售04
03569T,聚陽凱基34售07
03571T,國巨凱基35售01
03573T,欣興凱基39售03
03575T,臺股指凱基35售41
03576T,臺股指凱基35售46
03577T,臺股指元富35售01
03588T,台積電國票34售07
03589T,緯穎國票34售04
03591T,矽創國票34售04
03592T,金像電凱基34售03
03593T,至上凱基35售03
03594T,富鼎凱基34售01
03595T,台積電康和34售01
03596T,台積電兆豐38售01
03597T,金像電永豐36售03
03598T,元債2X元大38售02
03599T,台積電元大34售11
03600T,台積電元大34售12
03601T,台積電元大34售13
03602T,台積電麥證34售06
03603T,大立光群益34售02
03604T,台泥國票35售01
03605T,聯電國票34售01
03606T,微星國票35售01
03607T,萬海國票35售01
03608T,聯茂國票35售01
03609T,奇鋐永豐35售03
03610T,緯穎永豐36售01
03611T,聯陽統一35售01
03612T,元債2X凱基39售02
03613T,中華凱基35售03
03614T,南亞科凱基34售01
03615T,景碩凱基36售01
03616T,碩天凱基34售03
03617T,華通元富34售06
03618T,亞翔元富34售01
03619T,裕隆元大34售04
03620T,金像電元大34售17
03621T,奇鋐元大34售12
03622T,聯詠元大34售01
036232,台積電凱基3C購03
03623T,晶心科元大34售04
03624T,三陽國票35售01
03625T,一詮國票34售02
03626T,欣興國票35售01
03627T,創意國票35售02
03628T,亞翔國票34售02
03629T,啟碁國票35售01
03630T,奇鋐國泰36售02
03631T,台灣50群益34售01
03632B,臺股指元大39熊30
03632T,台灣50群益34售02
03633B,臺股指凱基3C熊06
03633T,SGBR2X群益36售01
03634B,臺股指元大39熊31
03634T,東陽群益36售01
03635B,臺股指凱基3A熊47
03635T,亞德客群益34售02
03636B,臺股指元大39熊32
03636T,華通群益34售02
03637B,臺股指凱基43熊03
03637T,台光電群益34售04
03638B,臺股指元大3B熊08
03638T,神基群益34售01
03639B,臺股指元大42熊01
03639T,台灣50富邦36售02
03640T,臺股指富邦35售07
03641T,中鋼中信34售01
03642T,同欣電中信34售01
03643T,華通麥證34售01
03644T,台灣50台新34售01
03645T,台灣50凱基34售09
03646T,台泥凱基35售02
03647T,亞德客凱基34售04
03648T,金像電凱基34售07
03649T,元石油元大34售02
03650T,欣興元大34售02
03651T,天鈺元大34售05
03652T,啟碁元大34售09
03653T,技嘉群益36售05
03654T,奇鋐群益34售09
03655T,奇鋐群益34售10
03656T,奇鋐群益34售11
03657T,瑞鼎群益34售03
03658T,亞翔群益34售03
03659T,SGBR2X國票34售02
03660T,SGBR2X國票35售01
03661T,金像電國票35售01
03662T,台光電國票35售01
03663T,亞翔國票35售02
03664T,華碩麥證34售03
03665T,可成麥證34售02
03666T,全新統一34售04
03667T,元石油凱基34售06
03668T,金寶凱基34售01
03669T,台積電凱基36售09
03670T,華碩凱基34售03
03671T,凌陽凱基34售05
03672T,全新凱基35售01
03673T,技嘉元富3A售01
03674T,緯穎元富34售05
03675T,元石油元大34售03
03676T,SGBR2X元大35售02
03677T,聯電元大34售06
03678T,全新元大34售01
03679T,偉訓元大34售02
03680T,華邦電中信34售01
03681T,T50正2永豐36售02
03682T,台達電凱基34售04
03683T,台積電凱基34售06
03684T,可成元富34售01
03685T,中砂群益34售03
03686T,華碩群益34售03
03687T,臺股指群益36售10
03688T,臺股指群益36售11
03689T,臺股指群益36售12
03690T,東陽國票34售02
03691T,元債2X元大37售01
03692T,元金2X元大36售02
03693T,聯電元大34售08
03694T,健策元大34售08
03695T,臺股指元大34售68
03696T,臺股指元大34售69
03697T,臺股指元大34售70
03698T,臺股指元大34售71
03699T,臺股指元大34售72
03700T,台積電凱基34售09
03701T,晶心科凱基34售02
03702T,世紀鋼凱基34售06
03703T,臺股指凱基34售42
03704T,臺股指凱基34售43
03705T,臺股指凱基36售13
03706T,健策國票35售01
03707T,T50正2群益34售02
03708T,台積電群益34售08
03709T,矽統群益34售04
03710T,矽統群益36售01
03711T,聯發科群益34售08
03712T,聯發科群益34售09
03713T,文曄麥證34售03
03714T,矽統元大34售07
03715T,矽統元大34售08
03716T,文曄元大34售03
03717T,文曄元大34售04
03718T,材料元大34售23
037193,台積電元富42購01
03719T,亞翔元大34售09
03720T,臺股指元大36售28
03721T,臺股指元大36售29
03722T,臺股指元大36售30
03723T,臺股指元大36售31
03724T,亞翔元富34售02
03725T,台積電凱基34售10
03726T,台積電凱基34售11
03727T,矽統凱基34售03
03728T,文曄凱基34售03
03729T,亞翔凱基34售05
03730T,臺股指凱基36售16
03731T,臺股指凱基36售17
03732T,臺股指凱基36售18
